artistName,trackName,msPlayed
Zion & Lennox,La player (Bandolera),626
Zion & Lennox,Yo Voy (feat. Daddy Yankee),220078
Zubeen Garg,Ya Ali,2739
accelerate,he's mine (sped up) - you may of had him once,1770
aespa,Spicy,11075
alt!,RAHHHH,673
alt-J,Breezeblocks,2746
april june,stuck on you,1602
bbno$,edamame,1718
bbygirl,bando - sped up + reverb,3552
bbygirl,fantasize - sped up,6037
bbygirl,luxurious - slowed + reverb,9613
beabadoobee,10:36,882
beabadoobee,A Night To Remember,339872
beabadoobee,Apple Cider,0
beabadoobee,Coffee,1300
beabadoobee,Cologne,1114
beabadoobee,Coming Home,136362
beabadoobee,Dance with Me,15933
beabadoobee,Glue Song,135066
beabadoobee,Glue Song (feat. Clairo),135066
beabadoobee,Take A Bite,199947
beabadoobee,Talk,882
beabadoobee,Tired,1114
beabadoobee,You’re here that’s the thing,4388
beabadoobee,the perfect pair,147446
beabadoobee,the way things go,21601
benches,Violent,789
benny blanco,Eastside (with Halsey & Khalid),14628
blink-182,First Date,7128
boy pablo,wtf,1044
boygenius,Cool About It,835
boygenius,Not Strong Enough,3529
bôa,Drinking,5610
bôa,Duvet,353941
bôa,Duvet - Sped Up Version,146244
bôa,Twilight,1834
bôa,Wasted,1258
ceZk,She Knows - Sped Up,1834
chloe moriondo,I Want To Be With You,1625
chloe moriondo,Silly Girl,1044
corner club,Manhattanhenge,232
d4vd,Feel It - From The Original Series “Invincible”,1160
d4vd,Here With Me,320320
d4vd,Once More,874
d4vd,Romantic Homicide,132630
d4vd,Sleep Well,0
d4vd,This Is How It Feels (with Laufey),368338
d4vd,You and I,1088
dacelynn,80's makeout session,3227
daddy's girl,love fool,4922
demxntia,tonight,11447
ef3,Streets - speed up,463381
eyeroze,idontwannabeyouanymore - sped up,2716
fam0uz,Memories X Another Love,4841
girl in red,.,1462
girl in red,bad idea!,1280
girl in red,forget her,1625
girl in red,girls,2410
girl in red,i wanna be your girlfriend,1983
girl in red,midnight love,0
girl in red,summer depression,952
girl in red,watch you sleep.,1671
girl in red,we fell in love in october,322496
gnash,"i hate u, i love u (feat. olivia o'brien)",27263
grentperez,Cherry Wine,173286
hako,listen!,0
ida moe,Collide - sped up,42283
idontfeeling,and you what would you do for love-anakin,3818
ilyTOMMY,Princess Bubblegum,1068
ionessa,Luxury (Slowed + Reverb Remix),7573
ionessa,Luxury (Sped Up Remix),6013
ivri,glow worms,37721
jnhygs,SHAKE THAT SHIT!,835
juju<3,Wasted Summers,38452
kenzie,Donuts (feat. Yung Bae),167978
kenzie,anatomy,882
keshi,LIMBO,1007
keshi,UNDERSTAND,1393
krush,Big and Chunky,743
late night drive home,Stress Relief,810
lonely xo,Luxurious - Sped Up,673
midnight Berlin,Prada,2763
miwa,chAngE,239606
mousike,Take a Hint,2391
mxmtoon,cliché,10216
mxmtoon,feelings are fatal,673
mxmtoon,mona lisa,1021
mxmtoon,prom dress,487
neko,Remember Your Body - Nightcore,1811
noevdv,want u,8130
noturgf,Do Ya Like X Resonance,7445
of Montreal,Bassem Sabry,2809
omer inayat,Tennu Le,238280
pearl,melting - sped up + reverb,2461
pewdiepie,Bitch Lasagna,44884
phendste,no flowers,111339
potsu,just friends,1439
real wayne,Sticking out Your Gyat for the Rizzler (Fanum Tax),26865
salvia palth,(dream),938
saturra,lovergirl,70704
sign crushes motorist,Better,938
skyemane,they like the way i grind - tiktok remix,0
slō,remember your body - slowed + reverb,1151
slō,woman - slowed + reverb,12399
sped up 8282,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,49663
sped up viral,moonlight (kali uchis) - sped up version,998
sundial,24,133897
sundial,deadline,10666
sundial,dear parents,489290
sundial,grass is greener,15978
sundial,the american dream,207850
tiffi,Seaside Adventures,167777
tobi lou,2hrs,64722
unhappier,Sure Thing,2623
vaultboy,everything sucks,0
vaultboy,everything sucks (feat. Eric Nam),50090
vvs,Way Down We Go - Best Part Instrumental,28223
wave to earth,seasons,743
wendel,cry - slowed down,0
wendel,dancin - slowed + reverb,820
wendel,luxury - slowed + reverb,249047
will hyde,malibu.,4053
xxanteria,FUNKED UP - SLOWED,1021
yuji,Old Love,669
¥$,BURN,325
¥$,CARNIVAL,27028
¿Téo?,Buzzed,743
Øneheart,snowfall (Sped Up),113237
İbrahim,Diet mountain dew (Speed Up),6524
Ūla,strawberry cheeks,6687
фрози,Islands (kompa pasión),126494
фрози,supїdo,3227
美波,カワキヲアメク,230463
