artistName,trackName,msPlayed
Mac DeMarco,20191009 I Like Her,136888
Mac DeMarco,Chamber Of Reflection,231723
Mac DeMarco,For the First Time,2391
Mac DeMarco,Heart To Heart,1920
Mac DeMarco,My Kind of Woman,1091
Mac DeMarco,Salad Days,145893
Mac DeMarco,Watching Him Fade Away,51060
Mac Miller,Self Care,418794
Mac Miller,The Spins,2816
Macabre Plaza,A Bird's Last Look,17386
Macabre Plaza,Middle of Nowhere,1091
Macabre Plaza,Till the Wheels Fall Off,0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1764
Madagascar 5,I Like To Move It,3088
Madan Mohan,Aaya Tere Dar Par,998
Madan Mohan,Tere Liye,1741
Madison Beer,Dead,36893
Madison Beer,Good In Goodbye,1091
Madison Beer,Home To Another One,1718
Madison Beer,Home with You,905
Madison Beer,I Wonder,696
Madison Beer,Make You Mine,2554
Madison Beer,Reckless,203384
Madison Beer,Selfish,1429
Madison Beer,Spinnin,1346
Madison Beer,Sweet Relief,1091
Madonna,Material Girl,150418
Mae Stephens,If We Ever Broke Up,1877
Mahalakshmi Iyer,Laung Da Lashkara,1904
Mamta Sharma,Anarkali Disco Chali,105557
Mamta Sharma,Fevicol Se,165976
Mamta Sharma,Munni Badnaam,104071
Mamta Sharma,Pinky,76463
Mamta Sharma,Tinku Jiya,3088
Mamta Sharma,Yaara,1509
Manic Bloom,Running from the Scene,210090
Mansheel Gujral,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",1996
Manu Chao,Me Gustas Tu,7198
Manuel Turizo,La Bachata,510
Mariah Carey,Fantasy,139
Mariah Carey,Obsessed,620345
Mariya Takeuchi,Plastic Love,237631
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),1137
Mark Ronson,Uptown Funk (feat. Bruno Mars),103125
Maroon 5,Animals,1045
Maroon 5,Maps,2089
Maroon 5,Misery,256185
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",85509
Maroon 5,One More Night,145147
Maroon 5,Payphone,12933
Maroon 5,Secret,36478
Maroon 5,She Will Be Loved - Radio Mix,0
Maroon 5,Shiver,179773
Maroon 5,Sugar,142106
Maroon 5,Sunday Morning,464
Maroon 5,This Love,231248
Marshmello,Be Kind (with Halsey),615839
Marshmello,FRIENDS,182392
Martin Arteta,Past Lives,3498
Masego,Tadow,83731
Matt Maltese,As the World Caves In,192911
Matt Maltese,Curl up & Die,129915
Matt Maltese,Everyone Adores You (at least I do),1253
Matt Maltese,Intolewd,79989
Mckenna Grace,LOSER!!,2670
Meet Bros Anjjan,Baby Doll,109040
Meet Bros Anjjan,"Baby Doll (From ""Ragini Mms 2"")",86749
Meet Bros Anjjan,Chittiyaan Kalaiyaan,2902
Megan Thee Stallion,Sweetest Pie,789
Meghan Trainor,Made You Look,3204
Meghan Trainor,Me Too,859
Meghan Trainor,NO,350203
Melanie Martinez,Dollhouse,905
Melanie Martinez,EVIL,2687
Melanie Martinez,Pacify Her,1749
Melanie Martinez,Pity Party,1300
Melanie Martinez,Play Date,133205
Melanie Martinez,Soap,1160
Melanie Martinez,"Tag, You're It",5874
Melanie Martinez,Teacher's Pet,1021
Melanie Martinez,Training Wheels,89713
Melanie Martinez,VOID,1160
Memphis Cult,9mm,832
Men I Trust,Oncle Jazz,57876
Men I Trust,Show Me How,215110
Men I Trust,Tree Among Shrubs,188301
Metric,Black Sheep,2282
Metric,Black Sheep - Brie Larson Vocal Version,246410
Metric,Eclipse (All Yours),1114
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),165836
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],82337
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),29303
Metro Boomin,Trance (with Travis Scott & Young Thug),283515
Micah Edwards,All for You,54216
Michael Cera,Clay Pigeons,597
Michael Jackson,Billie Jean,109737
Michael Jackson,Smooth Criminal - 2012 Remaster,164714
Miguel,Girl With The Tattoo Enter.lewd,5015
Miguel,Sure Thing,153294
Miguel,Sure Thing - Sped Up,157825
Mika Singh,Aapka Kya Hoga (Dhanno),197346
Mika Singh,Hawa Hawa,1486
Mika Singh,Jadoo Ki Jhappi,1068
Mika Singh,Mast Kalander,2763
Mika Singh,Piya More,1277
Mika Singh,Rani Tu Mein Raja,86237
Mike Posner,Cooler Than Me - Single Mix,1114
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,53754
Miki Matsubara,Mayonaka no Door / Stay With Me,3390
Mild High Club,Homage,67370
Miley Cyrus,Angels Like You,326753
Miley Cyrus,Party In The U.S.A.,1536
Miley Cyrus,We Can't Stop,1160
Milli Smoke,til the end,371
Miniature Tigers,Like or Like Like,158653
Miracle Musical,Introduction to the Snow,1277
Miracle Musical,Labyrinth,21
Miso,Take Me,650
Mithoon,Fitoor,1044
Mitski,Buffalo Replaced,78310
Mitski,Bug Like an Angel,212333
Mitski,Drunk Walk Home,86285
Mitski,First Love/Late Spring,377770
Mitski,Francis Forever,364413
Mitski,"Goodbye, My Danish Sweetheart",17670
Mitski,I Bet on Losing Dogs,155643
Mitski,I Don't Smoke,198533
Mitski,I Love Me After You,121962
Mitski,I Want You,183414
Mitski,I'm Your Man,138538
Mitski,Jobless Monday,126746
Mitski,Last Words of a Shooting Star,150906
Mitski,Liquid Smooth,2069
Mitski,Me and My Husband,146517
Mitski,My Love Mine All Mine,240335
Mitski,Nobody,154325
Mitski,Should've Been Me,191774
Mitski,Star,114048
Mitski,Strawberry Blond,70442
Mitski,Texas Reznikoff,132000
Mitski,The Frost,154749
Mitski,Townie,205080
Mitski,Washing Machine Heart,166649
Modest Mouse,Float On,2880
Mohammed Irfan,Baarish,256450
Mohammed Irfan,"Banjaara (From ""Ek Villain"")",1207
Mohammed Rafi,"Gulabi Ankhen - From ""The Train""",812
Mohit Chauhan,Dooriyan,132748
Mohit Chauhan,Jo Bhi Main,160473
Mohit Chauhan,Kuchh Khaas,1300
Mohit Chauhan,Masakali,180233
Mohit Chauhan,Matargashti,1787
Mohit Chauhan,Pehli Baar Mohabbat,343399
Mohit Chauhan,Phir Se Ud Chala,2275
Mohit Chauhan,Rang Lageya,1393
Mohit Chauhan,Sheher Mein,1927
Mohit Chauhan,Tujhe Bhula Diya,324267
Mohit Chauhan,Tum Ho,3738
Mohit Chauhan,Yun Hi,1486
Molchat Doma,Судно (Борис Рижий),938
Mom Jeans.,What's Up?,1842
Momina Mustehsan,Tera Woh Pyar (Nawazishein Karam),2880
Monali Thakur,Sawaar Loon,2159
Monsoon,Red Blood,13676
Montell Fish,Fall in Love with You.,1194
Monty Sharma,Jab Se Tere Naina,199872
Mother Mother,Arms Tonite,1023
Mother Mother,Hayloft,1749
Mr Miss,Funny Midnight Sun,320
Muni Long,Hrs & Hrs,5967
Muni Long,Made For Me - Sped Up Version,63761
Muse,Blackout,648
Muse,Bliss,1346
Muse,Butterflies & Hurricanes,9055
Muse,Feeling Good,109110
Muse,Fury,12770
Muse,Hysteria,227023
Muse,Muscle Museum,210721
Muse,New Born,344259
Muse,Panic Station,158506
Muse,Plug in Baby,2484
Muse,Starlight,154250
Muse,Supermassive Black Hole,152299
Muse,The Small Print,0
Muse,Time is Running Out,236535
Muse,Uno,203894
Mustafa Zahid,Bhula Dena,114368
Mustafa Zahid,Tera Mera Rishta,2484
Mustafa Zahid,Tere Binaa,1369
Mustafa Zahid,Teri Adhaon Main,1137
Mustafa Zahid,Toh Phir Aao,14579
My Chemical Romance,Cancer,269676
My Chemical Romance,Cemetery Drive,626
My Chemical Romance,Famous Last Words,1973
My Chemical Romance,Helena,254467
My Chemical Romance,I Don't Love You,1877
My Chemical Romance,I'm Not Okay (I Promise),4757
My Chemical Romance,Mama,279026
My Chemical Romance,Sleep,0
My Chemical Romance,Teenagers,161920
My Chemical Romance,The End.,43541
My Chemical Romance,The Ghost of You,832
My Chemical Romance,Welcome to the Black Parade,274645
Myke Towers,LALA,3668
Måneskin,Beggin',88259
Måneskin,I WANNA BE YOUR SLAVE,101184
NAYEON,POP!,952
NBSPLV,The Lost Soul Down,405
NF,Time,1230
NIKI,Every Summertime,215686
NIKI,High School in Jakarta,2624
NIKI,Oceans & Engines,2530
NIKI,Take A Chance With Me,116
NLE Choppa,DO IT AGAIN (feat. 2Rare),6037
Nadin Amizah,Rayuan Perempuan Gila,700
Nandini Srikar,"Duaa (From ""Shanghai"")",5038
Natasha Bedingfield,Unwritten,1509
Nathanie,Day Ones,533
Nazia Hassan,"Aap Jaisa Koi - From ""Qurbani""",270094
Neeraj Shridhar,Aahun Aahun,8590
Neeraj Shridhar,Tum Hi Ho Bandhu,96316
Neeraj Shridhar,Twist,265938
Neeti Mohan,Nainowale Ne,1253
Neha Kakkar,"Aankh Marey (From ""Simmba"")",13444
Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")",2669
Neha Kakkar,"O Saki Saki (From ""Batla House"")",205704
Nelly,Dilemma,116311
Nelly Furtado,Maneater,14907
Nelly Furtado,Promiscuous,1811
Nemzzz,2MS,1323
Neon Indian,Psychic Chasms,42422
Neon Trees,Animal,1044
Neon Trees,Everybody Talks,325
Neska Rose,Aware,938
Nessa Barrett,i hope ur miserable until ur dead,16768
New West,Those Eyes,268053
New West,Those Eyes - Sped Up,2176
NewJeans,Cookie,1927
NewJeans,Ditto,4249
NewJeans,Hype Boy,0
NewJeans,New Jeans,4318
NewJeans,OMG,743
NewJeans,Super Shy,154666
Niall Horan,Heaven,11049
Nicki Minaj,Barbie World (with Aqua) [From Barbie The Album],14293
Nicki Minaj,FTCU,172137
Nicki Minaj,Starships,119791
Nicki Minaj,Super Bass,534
Nicky Jam,X,905
Nicola Piovani,Hungry Mina,16830
Nightcore Remix Guys,Work (Sped Up),11540
Nirvana,Lounge Act,1429
Nirvana,Love Buzz,49156
Nirvana,Very Ape,835
No Buses,Pretty Old Man,159623
Noah Cyrus,July,107102
Noah Kahan,All My Love,510
Noah Kahan,Stick Season,0
Nova,Not Around,998
Novo Amor,Anchor,766
Nucleya,Let's Nacho,119791
Nusrat Fateh Ali Khan,Mere Rashke Qamar,7732
Nxdia,She Likes a Boy,1718
OAFF,Doobey,69311
OAFF,"Hone Do Jo Hota Hai - From ""Kho Gaye Hum Kahan""",321131
OAKK,Sleep,0
ODIE,North Face,2828
ORANGE RANGE,＊〜アスタリスク〜,125205
OTP,BM - London View,1369
Odetari,LOOK DON’T TOUCH (w/ cade clair),554
Oliver Tree,Life Goes On,905
Olivia Dean,Dive,1114
Olivia Rodrigo,"1 step forward, 3 steps back",696
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",1792
Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,571350
Olivia Rodrigo,"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",1207
Olivia Rodrigo,all-american bitch,285296
Olivia Rodrigo,bad idea right?,281286
Olivia Rodrigo,ballad of a homeschooled girl,654524
Olivia Rodrigo,brutal,8938
Olivia Rodrigo,deja vu,344597
Olivia Rodrigo,drivers license,245737
Olivia Rodrigo,enough for you,202826
Olivia Rodrigo,favorite crime,185852
Olivia Rodrigo,get him back!,294336
Olivia Rodrigo,girl i’ve always been,9110
Olivia Rodrigo,good 4 u,178146
Olivia Rodrigo,happier,172889
Olivia Rodrigo,hope ur ok,6826
Olivia Rodrigo,"jealousy, jealousy",173160
Olivia Rodrigo,lacy,657856
Olivia Rodrigo,logical,451838
Olivia Rodrigo,love is embarrassing,722069
Olivia Rodrigo,making the bed,497834
Olivia Rodrigo,obsessed,412364
Olivia Rodrigo,pretty isn’t pretty,199422
Olivia Rodrigo,scared of my guitar,975
Olivia Rodrigo,so american,331893
Olivia Rodrigo,stranger,5804
Olivia Rodrigo,teenage dream,18231
Olivia Rodrigo,the grudge,368314
Olivia Rodrigo,traitor,229226
Olivia Rodrigo,vampire,246186
Omar Apollo,Evergreen (You Didn’t Deserve Me At All),1393
One Direction,Drag Me Down,3067
One Direction,Night Changes,226600
One Direction,Perfect,743
One Direction,Steal My Girl,1091
One Direction,Strong,1393
One Direction,What Makes You Beautiful,101935
OneRepublic,Counting Stars,183251
OneRepublic,I Ain't Worried,169856
OneRepublic,I Lived,403840
Oracle Sisters,Asc. Scorpio,111040
Orion Sun,Mirage,1215
Osho Jain,Tu Aisa Kaise Hai,1230
Other Nothing,Ww,2250
Outkast,Hey Ya!,650
Owl City,The Tornado,981
PSY,DADDY,175612
PSY,Gangnam Style (강남스타일),88050
Palak Muchhal,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",151301
Panic! At The Disco,Death of a Bachelor,203506
Panic! At The Disco,Emperor's New Clothes,7918
Panic! At The Disco,"Hey Look Ma, I Made It",115403
Panic! At The Disco,High Hopes,136672
Panic! At The Disco,House of Memories,186133
Panic! At The Disco,I Write Sins Not Tragedies,185586
Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,167183
Panic! At The Disco,New Perspective,2730
Panic! At The Disco,Nine in the Afternoon - Single Mix,1045
Panic! At The Disco,The Ballad of Mona Lisa,1514
Paperboy Fabe,Language,1648
Paramore,(One of Those) Crazy Girls,289576
Paramore,26,254955
Paramore,Ain't It Fun,250403
Paramore,All I Wanted,225786
Paramore,All We Know,767
Paramore,"Big Man, Little Dignity",63130
Paramore,Brick by Boring Brick,229134
Paramore,Brick by Boring Brick - Acoustic Version,3669
Paramore,Burning Down the House,192975
Paramore,Careful,217083
Paramore,Caught in the Middle,202222
Paramore,Crave,443988
Paramore,C’est Comme Ça (Re: Wet Leg),42353
Paramore,Decode - Twilight Soundtrack Version,252117
Paramore,Emergency,240040
Paramore,Fake Happy,280896
Paramore,Fast in My Car,352850
Paramore,Fences,194645
Paramore,Figure 8,1323
Paramore,Forgiveness,207191
Paramore,Grow Up,126804
Paramore,Grudges,34099
Paramore,Hard Times,182693
Paramore,Hate to See Your Heart Break,284117
Paramore,I Caught Myself - Twilight Soundtrack Version,322037
Paramore,Idle Worship,198413
Paramore,Ignorance,212091
Paramore,Ignorance - Acoustic,3200
Paramore,Interlude: I'm Not Angry Anymore,52600
Paramore,Last Hope,263523
Paramore,Let the Flames Begin,0
Paramore,Liar,1091
Paramore,Misery Business,244041
Paramore,Misguided Ghosts,4295
Paramore,Monster - Transformers Soundtrack Version,196278
Paramore,My Heart,317333
Paramore,Never Let This Go,1216
Paramore,No Friend,5064
Paramore,Now,24688
Paramore,Part II,14326
Paramore,Playing God,185922
Paramore,Pool,205733
Paramore,Rose-Colored Boy,212853
Paramore,Running Out Of Time,192440
Paramore,Running Out Of Time (Re: Zane Lowe),57260
Paramore,Sanity (demo),173778
Paramore,Still into You,216638
Paramore,Tell Me How,188800
Paramore,That's What You Get,1184
Paramore,The News,219614
Paramore,The Only Exception,294475
Paramore,Thick Skull,69
Paramore,This Is Why,246549
Paramore,Told You So,188946
Paramore,Turn It Off,106440
Paramore,Turn It Off - Acoustic Version,1322
Paramore,You First,393415
Paris Paloma,labour,56391
Park Bird,If I Could Ride a Bike,13188
Parmish Verma,Aam Jahe Munde,743
Passenger,Let Her Go,190032
Patrick Watson,Je te laisserai des mots,2089
Patrick Watson,Ode to Vivian,34303
Patrik Pietschmann,Interstellar Main Theme - Piano Version,266913
Paul Russell,Lil Boo Thang,812
Pav Dharia,Na Ja,534
Payal Dev,"Tum Hi Aana (Sad Version) [From ""Marjaavaan""]",1855
Peach Tree Rascals,Mariposa,4783
Peter Bjorn and John,Objects Of My Affection,7151
Philippe Sarde,Rosalie est partie,6158
Phoebe Bridgers,ICU,1300
Phoebe Bridgers,Kyoto,696
Phoebe Bridgers,Scott Street,874
Pierce The Veil,Caraphernelia,580
Pierce The Veil,Hell Above,859
Pierce The Veil,King For A Day,1996
PinkPantheress,Angel (From Barbie The Album),703
PinkPantheress,Attracted to You,17173
PinkPantheress,Boy's a Liar,2438
PinkPantheress,Boy's a liar Pt. 2,131013
PinkPantheress,Break It Off - Bonus,16114
PinkPantheress,Just for Me,3970
PinkPantheress,Pain,27840
Pitbull,Give Me Everything (feat. Nayer),51130
Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),35665
Piyush Mishra,Aarambh,1300
Plan B,Candy,626
Plan B,Es un Secreto,1160
Porcupine Tree,Open Car,1648
Post Malone,Better Now,2175
Post Malone,Circles,952
Post Malone,I Like You (A Happier Song) (with Doja Cat),1764
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,155605
Prateek Kuhad,Kahaan Ho Tum,1663
Princess Chelsea,Cigarette Duet,21
Pritam,Abcd -Yaariyan,243662
Pritam,Afghan Jalebi (Film Version),111153
Pritam,Badtameez Dil,159265
Pritam,Balam Pichkari,184575
Pritam,Bheegi Si Bhaagi Si,278093
Pritam,Billo Rani,2345
Pritam,Channa Mereya,812
Pritam,Character Dheela,199591
Pritam,Chhan Ke Mohalla,766
Pritam,Crazy Kiya Re,99265
Pritam,"Crazy Kiya Re (From ""Dhoom:2"")",132144
Pritam,"Dhoom Again (From ""Dhoom:2"")",1160
Pritam,Dil Ibaadat,115403
Pritam,Dilliwaali Girlfriend,1230
Pritam,Ghagra,245065
Pritam,Hawayein,766
Pritam,I Love You,254506
Pritam,Ilahi,228982
Pritam,In Dino,103607
Pritam,Jhak Maar Ke,1114
Pritam,Kabira,73130
Pritam,Kalank - Title Track,279320
Pritam,Kamli,294498
Pritam,Kesariya,1429
Pritam,Khairiyat (Bonus Track),219126
Pritam,Khwab Dekhe Sexy Lady,327913
Pritam,Make Some Noise For The Desi Boyz,121742
Pritam,Mauja Hi Mauja,516713
Pritam,Mere Bina,240590
Pritam,Mere Dholna,159405
Pritam,O Bekhabar,333970
Pritam,Party On My Mind,93228
Pritam,Pee Loon,1741
Pritam,Raabta,243578
Pritam,Raabta (Kehte Hain Khuda Ne),128853
Pritam,"Raabta (Title Track) [From ""Raabta""]",12522
Pritam,"Raat Akeli Thi (From ""Merry Christmas"")",580
Pritam,Radha,2693
Pritam,"Ruaan (From ""Tiger 3"")",487
Pritam,Sau Tarah Ke,83630
Pritam,Subha Hone Na De,160496
Pritam,Subhanallah,371
Pritam,Tere Pyaar Mein,1369
Pritam,The Breakup Song,100403
Pritam,Tujhko Jo Paaya,149699
Pritam,Tum Se Hi,321225
Pritam,Tune Jo Na Kaha,310073
Pritam,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",511396
Pritam,Ye Ishq Hai,1671
Pritam,Zara Sa,9822
Pritam,Zor Ka Jhatka,1393
QUIN,Mushroom Chocolate (with 6LACK),252448
Quavo,Tough,5712
Queen,Bohemian Rhapsody - Remastered 2011,1346
Queen,Good Old-Fashioned Lover Boy - Remastered 2011,661
Queen,Killer Queen - Remastered 2011,22804
RAYE,Escapism.,92508
RAYE,Escapism. - Sped Up,212464
RAYE,Genesis.,2020
RAYE,Worth It.,0
RC AVENUE,COFFEE SHOP,2043
ROSALÍA,BIZCOCHITO,3320
ROSALÍA,DESPECHÁ,1137
ROSALÍA,MALAMENTE - Cap.1: Augurio,304362
Rabbi Shergill,Tere Bin,92
Rachel Zegler,Pure As The Driven Snow - from The Hunger Games: The Ballad of Songbirds & Snakes,487
Radiohead,Creep,223375
Radiohead,Fake Plastic Trees,265659
Radiohead,High and Dry,1066
Radiohead,Idioteque,169685
Radiohead,Jigsaw Falling Into Place,168064
Radiohead,Karma Police,180488
Radiohead,Let Down,311032
Radiohead,No Surprises,229120
Radiohead,Paranoid Android,268863
Radiohead,Street Spirit (Fade Out),113266
Radiohead,The Bends,22105
Raghav,Teri Baaton,1811
Rajat Nagpal,Hum Toh Deewane,1160
Rajesh Ahir,Maan Na Mohanji,1346
Ram Sampath,Bedardi Raja,464
Ram Sampath,Bedardi Raja Grind Mix,111509
Ram Sampath,"Bhaag D.K. Bose, Aandhi Aayi",191296
Ram Sampath,Daav Laga,4643
Ram Sampath,I Hate You - Like I Love You,3854
Ram Sampath,Jaa Chudail,69034
Ram Sampath,Lag Gayi Lottery,1253
Ram Sampath,"Nakkadwaley Disco, Udhaarwaley Khisko",136115
Ram Sampath,Saigal Blues,1346
Ram Sampath,Switty Punk,1880
Ram Sampath,Switty Tera Pyaar Chaida,998
Rapperiya Baalam,Shoorveer,812
Rashid Ali,Kabhi Kabhi Aditi,233493
Rashid Ali,Kahin To,315969
Rashid Khan,Aaoge Jab Tum,703
Rauw Alejandro,LOKERA,162
Rauw Alejandro,Todo De Ti,92
Reality Club,Am I Bothering You?,2989
Rebounder,Change Shapes (feat. Jesse),10300
Rebounder,Japanese Posters,156000
Red Hot Chili Peppers,Can't Stop,6455
Red Hot Chili Peppers,Scar Tissue,94946
Red Hot Chili Peppers,Snow (Hey Oh),2879
Red Velvet,Peek-A-Boo,766
Red Velvet,Psycho,23482
Red Velvet,러시안 룰렛 Russian Roulette,348
Rejjie Snow,23,1044
Rekha Bhardwaj,Aise Kyun - Ghazal Version,5520
Rekha Bhardwaj,Genda Phool,4202
Rekha Bhardwaj,Judaai,14940
Ren,Money Trees - TikTok Remix,74837
Renée Elise Goldsberry,Satisfied,19100
Rex Orange County,Pluto Projector,379708
Rex Orange County,Sunflower,250837
Rex Orange County,THE SHADE,4388
Rich Amiri,ONE CALL,975
Richy Mitch & The Coal Miners,Evergreen,87000
Ricky Montgomery,Line Without a Hook,6636
Ricky Montgomery,Mr. Loverman,5525
Ricky Montgomery,Talk to You,928
Ricky Montgomery,This December,603
Rihanna,Breakin' Dishes,4806
Rihanna,Diamonds,192
Rihanna,James Joint,510
Rihanna,Loveeeeeee Song,1671
Rihanna,Needed Me,0
Rihanna,Only Girl (In The World),975
Rihanna,SOS,1578
Rihanna,Stay,0
Rihanna,Umbrella,91231
Rihanna,We Found Love,1044
Rihanna,Work,176311
Rihanna,Work - R3hab Remix,4899
Rio Romeo,Nothing's New,2623
Ritviz,Liggi,23730
Ritviz,Udd Gaye,1486
Roar,I Can't Handle Change,197312
Rochak Kohli,"Dil Na Jaaneya - From ""Good Newwz""",998
Rochak Kohli,Mitti Di Khushboo,247222
Rodript,What You Know about Love 2,26563
Ron Suno,What They Gon Say,1950
Roop Kumar Rathod,Dilko Tumse Pyar Hua,157593
Roop Kumar Rathod,Maula Mere Maula,354499
Ross Lynch,Rumors,3550
Royal & the Serpent,overwhelmed,37695
Royal Blood,Figure It Out,183602
Royal Blood,Out of the Black,240572
Royel Otis,Linger - SiriusXM Session,1021
Royel Otis,Oysters In My Pocket,2345
Russ,3:15 (Breathe),361581
Russ,Losin Control,237506
Russ,"Losin Control, Pt. 2",238298
Russ,Manifest,142053
Russ Millions,6:30,1114
Russ Millions,6am in Dubai (feat. YV & Buni),952
Ruth B.,Dandelions,4713
Rvfv,Mirándote,882
Ryan Gosling,A Lovely Night,1663
Ryan Gosling,City Of Stars,68480
Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",422656
Ryan Gosling,I'm Just Ken (From Barbie The Album),438169
Ryan Gosling,Push (From Barbie The Album),203557
SARRB,Kamlee,6826
SCANDAL,HARUKAZE,116239
SCANDAL,少女Ｓ,3349
SEB,seaside_demo,1904
SHINee,Replay,719
SR,Welcome To Brixton,1277
STRFKR,Deep Dream,72602
SUICIDAL-IDOL,ecstacy,5015
SUICIDAL-IDOL,ecstacy (slowed),109944
SYML,Where's My Love,859
SZA,Blind,998
SZA,Broken Clocks,2252
SZA,Good Days,1044
SZA,I Hate U,7189
SZA,Kill Bill,176240
SZA,Kill Bill (feat. Doja Cat),696
SZA,Kill Bill - Sped Up Version,2261
SZA,Low,210513
SZA,Nobody Gets Me,286918
SZA,Open Arms (feat. Travis Scott),1184
SZA,Saturn,22545
SZA,Shirt,9427
SZA,Snooze,1996
SZA,Special,0
SZA,The Weekend - Funk Wav Remix,21106
Sabrina Carpenter,Already Over,952
Sabrina Carpenter,Bad for Business,0
Sabrina Carpenter,Can't Blame a Girl for Trying,0
Sabrina Carpenter,Espresso,356473
Sabrina Carpenter,Espresso - Decaf Version,8661
Sabrina Carpenter,Espresso - Double Shot Version,213769
Sabrina Carpenter,Espresso - Mochapella Version,17507
Sabrina Carpenter,Espresso - On Vacation Version,8609
Sabrina Carpenter,Fast Times,1277
Sabrina Carpenter,Feather,438710
Sabrina Carpenter,Feather - Sped Up,191680
Sabrina Carpenter,"Let Me Move You - From the Netflix film ""Work It""",16997
Sabrina Carpenter,Looking at Me,603
Sabrina Carpenter,Nonsense,173035
Sabrina Carpenter,Please Please Please,414563
Sabrina Carpenter,Read your Mind,34946
Sabrina Carpenter,Skin,325
Sabrina Carpenter,Sue Me,29675
Sabrina Carpenter,Thumbs,7291
Sabrina Carpenter,Tornado Warnings,204179
Sabrina Carpenter,Vicious,3444
Sabrina Carpenter,because i liked a boy,288199
Sabrina Carpenter,bet u wanna,859
Sabrina Carpenter,decode,1323
Sabrina Carpenter,emails i can’t send,380761
Sabrina Carpenter,how many things,603
Sabrina Carpenter,opposite,2414
Sabrina Carpenter,skinny dipping,1578
Sabrina Carpenter,things i wish you said,270977
Sachet Tandon,"Psycho Saiyaan (From ""Saaho"")",1369
Sachet Tandon,Ram Siya Ram,812
Sachet-Parampara,"Ram Siya Ram (From ""Adipurush"")",441
Sachin-Jigar,Apna Bana Le,46869
Sachin-Jigar,Char Baj Gaye - Party Abhi Baaki Hai,28096
Sachin-Jigar,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",2043
Sachin-Jigar,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",1555
Sachin-Jigar,Saibo,73026
Sachin-Jigar,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",13003
Sadie Jean,Just Because,812
Saint Levant,Very Few Friends,1160
Saint Motel,My Type,21098
Saleem Shahzada,Mast Kalandar,3297
Salim Merchant,Khudaya Ve,83034
Salim–Sulaiman,Aaja Nachle,4667
Salim–Sulaiman,Ainvayi Ainvayi,215297
Salim–Sulaiman,Alisha,365654
Salim–Sulaiman,Chak De India,1068
Salim–Sulaiman,Dance Pe Chance,122694
Salim–Sulaiman,Halkat Jawani,8846
Salim–Sulaiman,Haule Haule,59768
Salim–Sulaiman,Maula Mere Lele Meri Jaan,1300
Salim–Sulaiman,Shukran Allah,67080
Salim–Sulaiman,Thug Le,207061
Salim–Sulaiman,Tujh Mein Rab Dikhta Hai,281573
Salim–Sulaiman,Tujh Mein Rab Dikhta Hai - II,12376
Salim–Sulaiman,Tujh Mein Rab Dikhta Hai - LoFi Mix,31277
Salim–Sulaiman,Yeh Honsla,1068
Sam Phillips,How to Dream,534
Sam Smith,Dancing With A Stranger (with Normani),417
Sam Woods,wannabe,603
Sanam,Tujhse Naraz Nahi Zindagi,1068
Sanchit Balhara,"Jim’s Theme (From ""Pathaan"")",0
Sanjay Leela Bhansali,Ek Baar Dekh Lijiye,4760
Sanjay Leela Bhansali,Meri Jaan,86401
Santana,Maria Maria (feat. The Product G&B),261973
Santana,Maria Maria (feat. The Product G&B) - sped up,236431
Sarah Barrios,Have We Met Before (with Eric Nam),9365
Sarah Cothran,As the World Caves In,211719
Sarah Kang,Fall for You,10866
Saweetie,Best Friend (feat. Doja Cat),5596
Saybia,Snake Tongued Beast,696
Sayuri,それは小さな光のような,455590
Sayuri,ケーキを焼く,1740
Sayuri,フラレガイガール,137600
Sayuri,ミカヅキ,253340
Sayuri,十億年,2390
Sayuri,平行線,4450
Scammacist,K. - Sped Up,80108
Scammacist,Woman - Slowed Version,3111
Scooby,Guts Theme Berserk,136974
Sea of Lettuce,Leave You Alone,65105
Sean Kingston,Eenie Meenie,378670
Sean Paul,No Lie,62229
Sean Paul,Temperature,417
Secondhand Serenade,Fall for You,580
