artistName,trackName,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Strokes,Oblivius,443640,0.468,0.888,8.0,-4.463,1.0,0.0517,0.0957,0.648,0.151,0.432,102.959,audio_features,6y4ySPeb68KGoAi1dk130F,spotify:track:6y4ySPeb68KGoAi1dk130F,https://api.spotify.com/v1/tracks/6y4ySPeb68KGoAi1dk130F,https://api.spotify.com/v1/audio-analysis/6y4ySPeb68KGoAi1dk130F,299233.0,4.0
The Strokes,Ode To The Mets,336387,0.426,0.617,1.0,-5.423,0.0,0.0289,0.341,0.181,0.101,0.201,92.002,audio_features,1BLOVHYYlH4JUHQGcpt75R,spotify:track:1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/tracks/1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/audio-analysis/1BLOVHYYlH4JUHQGcpt75R,351787.0,4.0
The Strokes,On the Other Side,198378,0.605,0.811,10.0,-2.341,1.0,0.0316,0.00367,0.000116,0.135,0.548,108.992,audio_features,6oqJLFTbJ6PkgPfU0Mtjix,spotify:track:6oqJLFTbJ6PkgPfU0Mtjix,https://api.spotify.com/v1/tracks/6oqJLFTbJ6PkgPfU0Mtjix,https://api.spotify.com/v1/audio-analysis/6oqJLFTbJ6PkgPfU0Mtjix,276507.0,4.0
The Strokes,One Way Trigger,242293,0.516,0.942,2.0,-4.113,1.0,0.036,0.000182,0.464,0.116,0.964,95.996,audio_features,5GKVcvTgnFYtfh25qKQtRg,spotify:track:5GKVcvTgnFYtfh25qKQtRg,https://api.spotify.com/v1/tracks/5GKVcvTgnFYtfh25qKQtRg,https://api.spotify.com/v1/audio-analysis/5GKVcvTgnFYtfh25qKQtRg,242293.0,4.0
The Strokes,Partners In Crime,6826,0.538,0.951,7.0,-4.741,1.0,0.0606,0.000934,0.0545,0.239,0.551,106.033,audio_features,2ncRH1zCER8iHXYhlHXyam,spotify:track:2ncRH1zCER8iHXYhlHXyam,https://api.spotify.com/v1/tracks/2ncRH1zCER8iHXYhlHXyam,https://api.spotify.com/v1/audio-analysis/2ncRH1zCER8iHXYhlHXyam,201893.0,4.0
The Strokes,Razorblade,248019,0.394,0.859,9.0,-3.851,1.0,0.0409,0.00201,0.233,0.1,0.511,136.075,audio_features,4UF1eupXP9Zz5GpYepyOxI,spotify:track:4UF1eupXP9Zz5GpYepyOxI,https://api.spotify.com/v1/tracks/4UF1eupXP9Zz5GpYepyOxI,https://api.spotify.com/v1/audio-analysis/4UF1eupXP9Zz5GpYepyOxI,208133.0,5.0
The Strokes,Red Light,14210,0.534,0.837,11.0,-3.938,1.0,0.0407,0.000167,0.649,0.189,0.903,103.533,audio_features,6KXuDNOwiNR0q7KLGXs3Bo,spotify:track:6KXuDNOwiNR0q7KLGXs3Bo,https://api.spotify.com/v1/tracks/6KXuDNOwiNR0q7KLGXs3Bo,https://api.spotify.com/v1/audio-analysis/6KXuDNOwiNR0q7KLGXs3Bo,191693.0,3.0
The Strokes,Reptilia,230945,0.489,0.649,9.0,-5.11,1.0,0.0336,0.000603,0.713,0.101,0.77,158.009,audio_features,57Xjny5yNzAcsxnusKmAfA,spotify:track:57Xjny5yNzAcsxnusKmAfA,https://api.spotify.com/v1/tracks/57Xjny5yNzAcsxnusKmAfA,https://api.spotify.com/v1/audio-analysis/57Xjny5yNzAcsxnusKmAfA,219827.0,4.0
The Strokes,Selfless,222093,0.538,0.679,4.0,-4.297,1.0,0.0333,0.191,0.00175,0.0889,0.0888,121.99,audio_features,2t0wwvR15fc3K1ey8OiOaN,spotify:track:2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/audio-analysis/2t0wwvR15fc3K1ey8OiOaN,222093.0,4.0
The Strokes,Soma,153933,0.501,0.715,0.0,-7.382,1.0,0.0301,0.0774,0.00603,0.0653,0.502,148.971,audio_features,7G8hUONVhvJnkD3Ak8mNF1,spotify:track:7G8hUONVhvJnkD3Ak8mNF1,https://api.spotify.com/v1/tracks/7G8hUONVhvJnkD3Ak8mNF1,https://api.spotify.com/v1/audio-analysis/7G8hUONVhvJnkD3Ak8mNF1,153809.0,4.0
The Strokes,Someday,183573,0.542,0.531,9.0,-7.481,1.0,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,audio_features,56NkIxSZZiMpFP5ZNSxtnT,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/tracks/56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/audio-analysis/56NkIxSZZiMpFP5ZNSxtnT,183391.0,4.0
The Strokes,Take It Or Leave It,196133,0.429,0.924,2.0,-6.131,0.0,0.0406,0.000542,0.353,0.104,0.484,154.104,audio_features,0J2OnBNKwt0KICDyDFPUvl,spotify:track:0J2OnBNKwt0KICDyDFPUvl,https://api.spotify.com/v1/tracks/0J2OnBNKwt0KICDyDFPUvl,https://api.spotify.com/v1/audio-analysis/0J2OnBNKwt0KICDyDFPUvl,195233.0,4.0
The Strokes,Taken for a Fool,203240,0.569,0.89,5.0,-4.447,1.0,0.0559,0.00595,0.0112,0.226,0.885,137.044,audio_features,6SdAztAqklk1zAmUHhU4N7,spotify:track:6SdAztAqklk1zAmUHhU4N7,https://api.spotify.com/v1/tracks/6SdAztAqklk1zAmUHhU4N7,https://api.spotify.com/v1/audio-analysis/6SdAztAqklk1zAmUHhU4N7,203240.0,4.0
The Strokes,Tap Out,152213,0.737,0.745,9.0,-5.944,1.0,0.0351,0.0176,0.381,0.306,0.629,115.989,audio_features,2ThdB23G9Rgf1ExndFGEEg,spotify:track:2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/tracks/2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/audio-analysis/2ThdB23G9Rgf1ExndFGEEg,222360.0,4.0
The Strokes,The Adults Are Talking,260899,0.593,0.749,5.0,-5.67,1.0,0.0475,0.0113,0.106,0.314,0.649,164.959,audio_features,5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW,309053.0,4.0
The Strokes,The End Has No End,0,0.531,0.66,1.0,-3.725,1.0,0.0335,0.000833,0.855,0.226,0.533,136.027,audio_features,0dy6iXYIF0piirySAzCBwF,spotify:track:0dy6iXYIF0piirySAzCBwF,https://api.spotify.com/v1/tracks/0dy6iXYIF0piirySAzCBwF,https://api.spotify.com/v1/audio-analysis/0dy6iXYIF0piirySAzCBwF,185560.0,4.0
The Strokes,The Modern Age,208306,0.53,0.89,2.0,-6.042,1.0,0.0328,0.0124,0.759,0.143,0.868,145.958,audio_features,1EsgUWQsxGBwnu3NATDjiU,spotify:track:1EsgUWQsxGBwnu3NATDjiU,https://api.spotify.com/v1/tracks/1EsgUWQsxGBwnu3NATDjiU,https://api.spotify.com/v1/audio-analysis/1EsgUWQsxGBwnu3NATDjiU,207679.0,4.0
The Strokes,The Way It Is,7874,0.482,0.95,11.0,-2.593,1.0,0.0495,0.000214,0.883,0.0938,0.856,137.074,audio_features,5MZBOcqI3Vpvp2PZy6ddyD,spotify:track:5MZBOcqI3Vpvp2PZy6ddyD,https://api.spotify.com/v1/tracks/5MZBOcqI3Vpvp2PZy6ddyD,https://api.spotify.com/v1/audio-analysis/5MZBOcqI3Vpvp2PZy6ddyD,141733.0,4.0
The Strokes,Threat of Joy,264724,0.59,0.704,0.0,-7.058,1.0,0.0284,0.223,0.0825,0.103,0.691,137.968,audio_features,37ZgsOy8t4vMnGtMExr6ah,spotify:track:37ZgsOy8t4vMnGtMExr6ah,https://api.spotify.com/v1/tracks/37ZgsOy8t4vMnGtMExr6ah,https://api.spotify.com/v1/audio-analysis/37ZgsOy8t4vMnGtMExr6ah,264725.0,4.0
The Strokes,Trying Your Luck,202960,0.502,0.691,9.0,-9.453,0.0,0.0311,0.00911,0.0149,0.133,0.629,143.926,audio_features,37cb7mzkQKksGm0noGDXeh,spotify:track:37cb7mzkQKksGm0noGDXeh,https://api.spotify.com/v1/tracks/37cb7mzkQKksGm0noGDXeh,https://api.spotify.com/v1/audio-analysis/37cb7mzkQKksGm0noGDXeh,202617.0,4.0
The Strokes,Under Control,187306,0.406,0.72,1.0,-4.647,1.0,0.0291,0.354,0.795,0.0541,0.641,91.336,audio_features,3kKb3U3a8jmUJQB9ypE1Jl,spotify:track:3kKb3U3a8jmUJQB9ypE1Jl,https://api.spotify.com/v1/tracks/3kKb3U3a8jmUJQB9ypE1Jl,https://api.spotify.com/v1/audio-analysis/3kKb3U3a8jmUJQB9ypE1Jl,187307.0,4.0
The Strokes,Under Cover of Darkness,353895,0.35,0.775,11.0,-3.364,1.0,0.054,0.00433,0.283,0.0676,0.588,199.866,audio_features,6u0x5ad9ewHvs3z6u9Oe3c,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/tracks/6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/audio-analysis/6u0x5ad9ewHvs3z6u9Oe3c,235547.0,4.0
The Strokes,Vision of Division,231619,0.428,0.811,4.0,-3.681,0.0,0.0382,2.33e-05,0.434,0.359,0.138,141.95,audio_features,0Tvl6Dhee6vjz65sS3KKkK,spotify:track:0Tvl6Dhee6vjz65sS3KKkK,https://api.spotify.com/v1/tracks/0Tvl6Dhee6vjz65sS3KKkK,https://api.spotify.com/v1/audio-analysis/0Tvl6Dhee6vjz65sS3KKkK,259027.0,4.0
The Strokes,Welcome To Japan,230826,0.705,0.666,2.0,-7.23,0.0,0.0303,0.00233,0.0149,0.174,0.646,124.032,audio_features,7bfocP7GYoLOutUYpTI8tx,spotify:track:7bfocP7GYoLOutUYpTI8tx,https://api.spotify.com/v1/tracks/7bfocP7GYoLOutUYpTI8tx,https://api.spotify.com/v1/audio-analysis/7bfocP7GYoLOutUYpTI8tx,230827.0,4.0
The Strokes,What Ever Happened?,169506,0.547,0.596,11.0,-6.044,1.0,0.0339,8.02e-05,0.739,0.273,0.584,116.17,audio_features,78Gzxi27GuNHTfkn2BylG4,spotify:track:78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/tracks/78Gzxi27GuNHTfkn2BylG4,https://api.spotify.com/v1/audio-analysis/78Gzxi27GuNHTfkn2BylG4,169507.0,4.0
The Strokes,Why Are Sundays So Depressing,275666,0.579,0.714,0.0,-4.455,1.0,0.0347,0.00258,0.0269,0.111,0.299,109.971,audio_features,1aOxOpH4AkGAd8OMrKjyNY,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/tracks/1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/audio-analysis/1aOxOpH4AkGAd8OMrKjyNY,275667.0,4.0
The Strokes,You Only Live Once,189226,0.63,0.908,11.0,-2.42,1.0,0.0326,0.0238,0.592,0.116,0.968,120.522,audio_features,4fPBB44eDH71YohayI4eKV,spotify:track:4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/tracks/4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/audio-analysis/4fPBB44eDH71YohayI4eKV,189227.0,4.0
The Tokens,The Lion Sleeps Tonight (Wimoweh),703,0.321,0.474,5.0,-9.383,1.0,0.0348,0.743,0.0,0.204,0.804,121.199,audio_features,2F4FNcz68howQWD4zaGJSi,spotify:track:2F4FNcz68howQWD4zaGJSi,https://api.spotify.com/v1/tracks/2F4FNcz68howQWD4zaGJSi,https://api.spotify.com/v1/audio-analysis/2F4FNcz68howQWD4zaGJSi,162093.0,4.0
The Vines,Funny Thing,1068,0.498,0.931,9.0,-3.322,1.0,0.051,0.0262,0.000518,0.187,0.303,119.012,audio_features,3nVPMR3QFmgWEroVUBWnUX,spotify:track:3nVPMR3QFmgWEroVUBWnUX,https://api.spotify.com/v1/tracks/3nVPMR3QFmgWEroVUBWnUX,https://api.spotify.com/v1/audio-analysis/3nVPMR3QFmgWEroVUBWnUX,219814.0,4.0
The Voidz,Did My Best,195669,0.53,0.794,1.0,-4.687,0.0,0.0363,0.154,0.889,0.106,0.625,120.205,audio_features,0YdSIXOY8QWbRtWaBlnlNo,spotify:track:0YdSIXOY8QWbRtWaBlnlNo,https://api.spotify.com/v1/tracks/0YdSIXOY8QWbRtWaBlnlNo,https://api.spotify.com/v1/audio-analysis/0YdSIXOY8QWbRtWaBlnlNo,296939.0,4.0
The Voidz,Leave It In My Dreams,191750,0.6,0.746,4.0,-4.696,0.0,0.0355,0.0226,0.0119,0.109,0.614,118.551,audio_features,31u6rUeIEXGrYVoh10U7eu,spotify:track:31u6rUeIEXGrYVoh10U7eu,https://api.spotify.com/v1/tracks/31u6rUeIEXGrYVoh10U7eu,https://api.spotify.com/v1/audio-analysis/31u6rUeIEXGrYVoh10U7eu,239442.0,4.0
